time(s),current(A),potential(V),frequency(Hz),amplitude(A)
1.1279296875,-0.183778687772067,-0.0789511682572188,,
1.13037109375,-0.180367768187038,-0.0779790833876546,,
1.1328125,-0.176835073350967,-0.0768404710268147,,
1.13525390625,-0.173417008347581,-0.0757665777209899,,
1.1376953125,-0.169941693386201,-0.0747494593144311,,
1.14013671875,-0.166511892574481,-0.073521162931137,,
1.142578125,-0.162994094853047,-0.0724157261641185,,
1.14501953125,-0.159251108189429,-0.0711259916454794,,
1.1474609375,-0.155862014609566,-0.0700586435245807,,
1.14990234375,-0.151930388901303,-0.0689529236325144,,
1.15234375,-0.148292721373722,-0.0676468344787686,,
1.15478515625,-0.144499370337073,-0.0664221187946068,,
1.1572265625,-0.140682028016969,-0.0651681079952184,,
1.15966796875,-0.136974725139574,-0.0639130479677119,,
1.162109375,-0.133036733513138,-0.0626436984525052,,
1.16455078125,-0.129137110618005,-0.0612829661645584,,
1.1669921875,-0.125199768575056,-0.0599911165352691,,
1.16943359375,-0.12129429942854,-0.0586940707286341,,
1.171875,-0.117354359051643,-0.0573838346256603,,
1.17431640625,-0.113347035214354,-0.0560172399837855,,
1.1767578125,-0.109397610918546,-0.0546459987602455,,
1.17919921875,-0.105360969213207,-0.0532216965718888,,
1.181640625,-0.101304969919954,-0.0518495227011329,,
1.18408203125,-0.09708475592117,-0.0504035031561783,,
1.1865234375,-0.0930062377336985,-0.0489582996775373,,
1.18896484375,-0.0887860237349145,-0.047544539733603,,
1.19140625,-0.0847325794700438,-0.046017796241232,,
1.19384765625,-0.0804907559939234,-0.0445583365837199,,
1.1962890625,-0.0763226818963681,-0.0430597057431417,,
1.19873046875,-0.0720882203664344,-0.0415927849079027,,
1.201171875,-0.0678245708851484,-0.040067507004014,,
1.20361328125,-0.0635607048760335,-0.0385289055684703,,
1.2060546875,-0.0593238615399806,-0.0369829595361013,,
1.20849609375,-0.0550381695257001,-0.0354337159296478,,
1.2109375,-0.0507153646415252,-0.033874479674453,,
1.21337890625,-0.0463192001288774,-0.0323188074639758,,
1.2158203125,-0.042108383437873,-0.0307202334815688,,
1.21826171875,-0.0377495050173829,-0.0291388801638264,,
1.220703125,-0.033421590076443,-0.0275516478377407,,
1.22314453125,-0.0290481176802767,-0.0259132531500992,,
1.2255859375,-0.024704006457726,-0.0243634599479652,,
1.22802734375,-0.0203563441787792,-0.0226683070154725,,
1.23046875,-0.0159867692835354,-0.0210120587954128,,
1.23291015625,-0.0116101355810654,-0.0194093711726073,,
1.2353515625,-0.0071997235372679,-0.0177211464765756,,
1.23779296875,-0.0027989686346448,-0.0160982070856539,,
1.240234375,0.00158143265205017,-0.0144344810334531,,
1.24267578125,0.00596742035673393,-0.0127473388743682,,
1.2451171875,0.0103352197237798,-0.0111042976050619,,
1.24755859375,0.0146756716260201,-0.00942484978550784,,
1.25,0.0190493172444495,-0.00774608479695127,,
1.25244140625,0.0233864779236887,-0.00605397962232468,,
1.2548828125,0.0277360889530966,-0.00437696334729765,,
